_id,address,dir,end_date,flash_speed,geometry,min_speed,schedule,sign_id,sign_name,speed_limit,start_date,strobe_speed,ward_no
11367,Shoreham Dr 119m E of Shoreham Ct,WB,2022-07-08T05:00:00,41,"{'type': 'Point', 'coordinates': (-79.517255, 43.769756)}",5,Weekdays from 7 AM - 9 PM,2650,SHOREHAM DR WB ,40,2021-03-25T13:00:00,46,7.0
11368,45/47 NELSON ST,EB,,41,"{'type': 'Point', 'coordinates': (-79.229986, 43.746761)}",5,Weekdays from 7 AM - 9 PM,2905,NELSON ST EB ,40,2022-03-07T10:00:00,46,24.0
11369,GALLOWAY RD 210M N/OF LAWRENCE AVE E,NB,,31,"{'type': 'Point', 'coordinates': (-79.196501973575, 43.767960150697)}",20,Weekdays from 7 AM - 9 PM,2916,GALLOWAY RD NB ,30,2022-04-11T12:00:00,36,24.0
11370,42 Windover Drive,WB,,41,"{'type': 'Point', 'coordinates': (-79.209517, 43.76181)}",5,Weekdays from 7 AM - 9 PM,2190,Windover Dr WB ,40,2020-05-01T12:00:00,46,24.0
11371,35 White Heather Boulevard,NB,2020-09-04T08:00:00,31,"{'type': 'Point', 'coordinates': (-79.266384, 43.81275800000001)}",20,Weekdays from 7 AM - 9 PM,2029,White Heather Blvd NB ,30,2020-02-11T09:00:00,36,23.0
11372,142 Brimwood Boulevard,WB,2020-12-13T02:00:00,41,"{'type': 'Point', 'coordinates': (-79.27271, 43.811999)}",5,Weekdays from 7 AM - 9 PM,2544,Brimwood Blvd WB ,40,2020-12-11T09:00:00,46,23.0
11373,142 Brimwood Boulevard,WB,2021-04-19T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.272714, 43.811984)}",5,Weekdays from 7 AM - 9 PM,2545,Brimwood Blvd WB ,40,2020-12-15T14:00:00,46,23.0
11374,134 Hupfield Trail,SB,,41,"{'type': 'Point', 'coordinates': (-79.219263, 43.814463)}",5,Weekdays from 7 AM - 9 PM,487,Hupfield Trl SB ,40,2019-07-24T08:00:00,46,25.0
11375,206 Morningside Avenue,NB,,51,"{'type': 'Point', 'coordinates': (-79.185126, 43.765677)}",30,Weekdays from 7 AM - 9 PM,2196,Morningside Ave NB ,50,2020-05-15T11:00:00,56,25.0
11376,579 MORRISH RD,NB,,41,"{'type': 'Point', 'coordinates': (-79.174395, 43.792942)}",5,Weekdays from 7 AM - 9 PM,2702,MORRISH RD NB ,40,2021-06-25T14:00:00,46,25.0
11377,1393/1397 MILITARY TRL,EB,,41,"{'type': 'Point', 'coordinates': (-79.179210342646, 43.7829372425)}",5,Weekdays from 7 AM - 9 PM,2871,MILITARY TRL EB ,40,2022-03-02T07:00:00,46,25.0
11378,MANSE RD 169M S/OF HAINFORD ST,SB,,41,"{'type': 'Point', 'coordinates': (-79.174857765374, 43.766932994177)}",5,Weekdays from 7 AM - 9 PM,2873,MANSE RD SB ,40,2022-03-02T08:00:00,46,25.0
11379,70 Fawcett Trail,SB,2020-11-05T00:00:00,41,"{'type': 'Point', 'coordinates': (-79.207265, 43.811999)}",5,Weekdays from 7 AM - 9 PM,2463,Fawcett Trl SB - c ,40,2020-10-30T12:00:00,46,25.0
11380,70 Fawcett Trail,SB,2021-04-18T21:00:00,41,"{'type': 'Point', 'coordinates': (-79.207265, 43.811999)}",5,Weekdays from 7 AM - 9 PM,2508,Fawcett Trl SB ,40,2020-11-05T00:00:00,46,25.0
11381,2331 Dufferin Street,NB,2022-07-08T07:00:00,41,"{'type': 'Point', 'coordinates': (-79.449296, 43.693535)}",5,Weekdays from 7 AM - 9 PM,773,Dufferin St NB ,40,2019-10-24T14:00:00,46,12.0
11382,457 Avenue Road,NB,2022-07-08T05:00:00,41,"{'type': 'Point', 'coordinates': (-79.401071, 43.685851)}",5,Weekdays from 7 AM - 9 PM,992,Avenue Rd NB ,40,2019-11-27T10:00:00,46,12.0
11383,135 Overlea Boulevard,EB,2022-07-08T07:00:00,51,"{'type': 'Point', 'coordinates': (-79.336226, 43.709216000000005)}",30,Weekdays from 7 AM - 9 PM,874,Overlea Blvd EB ,50,2019-12-09T14:00:00,56,15.0
11384,88 Miley Drive,WB,2022-07-08T05:00:00,41,"{'type': 'Point', 'coordinates': (-79.399326, 43.728412)}",5,Weekdays from 7 AM - 9 PM,2636,RANLEIGH AVE WB ,40,2021-03-01T08:00:00,46,15.0
11385,63 Van Horne Avenue,EB,2022-07-07T06:00:00,41,"{'type': 'Point', 'coordinates': (-79.360229, 43.785002)}",5,Weekdays from 7 AM - 9 PM,69,Van Horne Ave EB ,40,2019-07-24T07:00:00,46,17.0
11386,288 Van Horne Avenue,NB,2022-07-08T08:00:00,41,"{'type': 'Point', 'coordinates': (-79.334473, 43.787029)}",5,Weekdays from 7 AM - 9 PM,598,Brian Dr NB ,40,2019-07-24T13:00:00,46,17.0
11387,89 Sun Row Drive,SB,,31,"{'type': 'Point', 'coordinates': (-79.538962, 43.687118)}",20,Weekdays from 7 AM - 9 PM,2023,Sun Row Dr SB ,30,2020-03-10T00:00:00,36,2.0
11388,89 Sun Row Drive,SB,,31,"{'type': 'Point', 'coordinates': (-79.538962, 43.687118)}",20,Weekdays from 7 AM - 9 PM,668,Sunrow Dr SB ,30,2017-05-26T12:00:00,36,2.0
11389,146 Byng Avenue,SB,2022-07-08T09:00:00,41,"{'type': 'Point', 'coordinates': (-79.281664, 43.69662)}",5,Weekdays from 7 AM - 9 PM,2138,Byng Ave SB ,40,2020-04-02T12:00:00,46,20.0
11390,20M N/OF 73 CHINE DR,SB,2022-07-08T01:00:00,41,"{'type': 'Point', 'coordinates': (-79.243261992553, 43.710605094454)}",5,Weekdays from 7 AM - 9 PM,2855,CHINE DR SB ,40,2022-02-28T12:00:00,46,20.0
11391,730 Renforth Drive,NB,2022-11-08T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.584478, 43.662695)}",20,Weekdays from 7 AM - 9 PM,472,Renforth Dr NB (3 of 3) ,30,2018-10-19T08:00:00,36,2.0
11392,11 Carnegie Crescent,NB,2022-12-05T06:00:00,41,"{'type': 'Point', 'coordinates': (-79.251759, 43.732443)}",5,Weekdays from 7 AM - 9 PM,2619,Falmouth Ave NB c ,40,2021-02-03T11:00:00,46,20.0
11393,74/76 FALMOUTH AVE,SB,,41,"{'type': 'Point', 'coordinates': (-79.252729, 43.73460300000001)}",5,Weekdays from 7 AM - 9 PM,2622,FALMOUTH AVE SB ,40,2021-02-03T10:00:00,46,20.0
11394,57 Romfield Circuit,NB,,51,"{'type': 'Point', 'coordinates': (-79.302657, 43.738511)}",30,Weekdays from 7 AM - 9 PM,2633,PHARMACY AVE NB ,50,2021-02-24T10:00:00,56,21.0
11395,MORNINGSIDE AVE 193M N/OF BEATH ST,SB,,51,"{'type': 'Point', 'coordinates': (-79.189568096755, 43.776412375984)}",30,Weekdays from 7 AM - 9 PM,6026,MORNINGSIDE AVE SB ,50,2022-04-22T12:00:00,56,24.0
11396,329/331 MORNINGSIDE AVE,NB,,51,"{'type': 'Point', 'coordinates': (-79.188438390494, 43.77455158349)}",30,Weekdays from 7 AM - 9 PM,6027,MORNINGSIDE AVE NB ,50,2022-04-22T12:00:00,56,25.0
11397,110 Jameson Avenue,NB,2022-08-17T09:00:00,41,"{'type': 'Point', 'coordinates': (-79.435447, 43.635378)}",5,Weekdays from 7 AM - 9 PM,2542,Jameson Ave NB ,40,2020-12-08T10:00:00,46,4.0
11398,"1, Promenade Circle",,2022-12-05T06:00:00,41,"{'type': 'Point', 'coordinates': (-79.450996760564, 43.8081603034)}",5,Weekdays from 7 AM - 9 PM,53418,D - ,40,2022-12-15T00:00:00,46,
11399,"1, Promenade Circle",,2022-10-24T12:00:00,31,"{'type': 'Point', 'coordinates': (-79.450784446982, 43.808186574036)}",20,Weekdays from 7 AM - 9 PM,59451,D - ,30,2022-12-19T00:00:00,36,
11400,55 Breckonwood Crescent,SB,,51,"{'type': 'Point', 'coordinates': (-79.304142, 43.741794)}",30,Weekdays from 7 AM - 9 PM,2635,PHARMACY AVE SB ,50,2021-02-24T09:00:00,56,21.0
11401,94 Fairview Avenue,WB,,41,"{'type': 'Point', 'coordinates': (-79.476566, 43.66075)}",30,Weekdays from 7 AM - 9 PM,137,Annette St WB ,40,2019-03-07T10:00:00,46,4.0
11402,JANE ST 142M N/OF LAMBTON AVE,SB,,51,"{'type': 'Point', 'coordinates': (-79.49836, 43.682598)}",30,Weekdays from 7 AM - 9 PM,256,JANE ST SB ,50,2019-03-20T06:00:00,56,5.0
11403,1900 KEELE ST,SB,,51,"{'type': 'Point', 'coordinates': (-79.47478649414, 43.693820051152)}",30,Weekdays from 7 AM - 9 PM,26923,KEELE ST SB ,50,2022-09-02T10:00:00,56,5.0
11404,1878 Sheppard Avenue West,EB,,51,"{'type': 'Point', 'coordinates': (-79.504987, 43.74066)}",30,Weekdays from 7 AM - 9 PM,890,Sheppard Ave W EB ,50,2019-12-19T10:00:00,56,6.0
11405,220 BROCK AVE,SB,,31,"{'type': 'Point', 'coordinates': (-79.435042, 43.648202)}",20,Weekdays from 7 AM - 9 PM,86,BROCK AVE SB ,30,2018-10-18T08:00:00,36,9.0
11406,OPP 1504 DUFFERIN ST,NB,,41,"{'type': 'Point', 'coordinates': (-79.441289582095, 43.673877864059)}",5,Weekdays from 7 AM - 9 PM,10104,DUFFERIN ST NB ,40,2022-07-12T07:00:00,46,9.0
11407,SPADINA AVE 10M S/OF BALDWIN ST,NB,2020-10-16T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.398641122214, 43.654816762575)}",20,Weekdays from 7 AM - 9 PM,61878,Spadina Ave NB ,30,2022-12-22T00:00:00,36,11.0
11408,"1, Promenade Circle",,2022-01-25T02:00:00,41,"{'type': 'Point', 'coordinates': (-79.451675158094, 43.808492283589004)}",5,Weekdays from 7 AM - 9 PM,2884,D - ,40,2022-03-10T00:00:00,46,
11409,45M N/OF ROANOKE RD,NB,,41,"{'type': 'Point', 'coordinates': (-79.325313585226, 43.742414634843)}",5,Weekdays from 7 AM - 9 PM,28195,UNDERHILL DR NB ,40,2022-10-17T12:00:00,46,16.0
11410,550 Dufferin Street,SB,2022-08-08T14:00:00,41,"{'type': 'Point', 'coordinates': (-79.430688, 43.647528)}",5,Weekdays from 7 AM - 9 PM,974,Dufferin St SB ,40,2020-01-28T11:00:00,46,9.0
11411,"1, Promenade Circle",,2020-04-03T14:00:00,51,"{'type': 'Point', 'coordinates': (-79.451798510369, 43.808401790985)}",30,Weekdays from 7 AM - 9 PM,2876,D - ,50,2022-03-10T00:00:00,56,
11412,430 Shuter St,WB,2021-04-19T12:00:00,31,"{'type': 'Point', 'coordinates': (-79.361051, 43.657892)}",20,Weekdays from 7 AM - 9 PM,2631,SHUTER ST WB ,30,2021-02-10T12:00:00,36,13.0
11413,Opp 161 Gary Dr,WB,2022-03-01T16:00:00,41,"{'type': 'Point', 'coordinates': (-79.516721, 43.711612)}",5,Weekdays from 7 AM - 9 PM,2667,GARY DR WB ,40,2021-04-13T10:00:00,46,5.0
11414,18 Washburn Way,SB,2022-08-17T15:00:00,31,"{'type': 'Point', 'coordinates': (-79.227773, 43.797108)}",20,Weekdays from 7 AM - 9 PM,692,Washburn Way SB ,30,2019-03-11T08:00:00,36,23.0
11415,Promenade Circle,,2022-03-13T00:00:00,31,"{'type': 'Point', 'coordinates': (-79.450061981239, 43.805770513214)}",20,Weekdays from 7 AM - 9 PM,2838,,30,2022-02-06T00:00:00,36,
